cats	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_eng	nt_idn	nt_pos	nt_comment	nt_pc	nt_tapah	nt_lekon	nt_simalur	Concepticon_Gloss	Concepticon_ID	concept_url
the Mentawai (Pagai & Sipora) list (no date)	781	soengai	NA	klauw	claw	cakar	349	351	509	TRUE												CLAW	72	https://concepticon.clld.org/parameters/72
the Mentawai (Pagai & Sipora) list (no date)	786	kapoˈ	NA	vleugel	wing	sayap	351	353	514	TRUE												WING	1257	https://concepticon.clld.org/parameters/1257
the Mentawai (Pagai & Sipora) list (no date)	786	kepa	NA	vleugel	wing	sayap	351	353	514	TRUE												WING	1257	https://concepticon.clld.org/parameters/1257
the Mentawai (Pagai & Sipora) list (no date)	787	boeloeˈ	NA	veren	feather	bulu burung	352	354	515	FALSE												FEATHER	1201	https://concepticon.clld.org/parameters/1201
the Mentawai (Pagai & Sipora) list (no date)	789	roemoen	NA	nest	nest	sarang	353	355	517	FALSE												NEST	539	https://concepticon.clld.org/parameters/539
the Mentawai (Pagai & Sipora) list (no date)	790	adjolo	NA	ei	egg	telur	354	356	518	TRUE												EGG	744	https://concepticon.clld.org/parameters/744
the Mentawai (Pagai & Sipora) list (no date)	794	sakoilo	25	tam varken	domesticated pig	babi	356	358	522	FALSE			sikeu	boar								PIG	1337	https://concepticon.clld.org/parameters/1337
the Mentawai (Pagai & Sipora) list (no date)	794	sakoilo	25	tam varken	domesticated pig	babi	356	358	522	FALSE			babui	castrated boar								PIG	1337	https://concepticon.clld.org/parameters/1337
the Mentawai (Pagai & Sipora) list (no date)	794	sakoilo	25	tam varken	domesticated pig	babi	356	358	522	FALSE			takabelai	sow			before she has produced any offspring					PIG	1337	https://concepticon.clld.org/parameters/1337
the Mentawai (Pagai & Sipora) list (no date)	794	sakoilo	25	tam varken	domesticated pig	babi	356	358	522	FALSE			sigelak				after she has produced her first litter					PIG	1337	https://concepticon.clld.org/parameters/1337
the Mentawai (Pagai & Sipora) list (no date)	797	djoegoe	NA	knorren	to grunt	menggeram	357	359	525	FALSE												NA	NA	https://concepticon.clld.org/parameters/NA
the Mentawai (Pagai & Sipora) list (no date)	809	simatooera	NA	hert	deer	rusa	365	367	532	FALSE												DEER	1936	https://concepticon.clld.org/parameters/1936
the Mentawai (Pagai & Sipora) list (no date)	811	djoˈdjoˈ	NA	hond	dog	anjing	366	368	534	TRUE												DOG	2009	https://concepticon.clld.org/parameters/2009
the Mentawai (Pagai & Sipora) list (no date)	812	masiogongi	NA	blaffen	to bark	menyalak	367	369	535	FALSE												BARKING	1206	https://concepticon.clld.org/parameters/1206
the Mentawai (Pagai & Sipora) list (no date)	813	mao	NA	kat, poes	cat	kucing	368	370	536	FALSE												CAT	1208	https://concepticon.clld.org/parameters/1208
the Mentawai (Pagai & Sipora) list (no date)	814	amoemaoan	NA	miauwen	to miaow	mengeong	369	371	537	FALSE												NA	NA	https://concepticon.clld.org/parameters/NA
the Mentawai (Pagai & Sipora) list (no date)	824	limêndeu	26	duif (soorten)	pigeon	burung merpati	376	378	545	FALSE			limêndeu									DOVE	1853	https://concepticon.clld.org/parameters/1853
the Mentawai (Pagai & Sipora) list (no date)	824	ngoroet	26	duif (soorten)	pigeon	burung merpati	376	378	545	FALSE			ngoroet									DOVE	1853	https://concepticon.clld.org/parameters/1853
the Mentawai (Pagai & Sipora) list (no date)	824	oeke-oeke	26	duif (soorten)	pigeon	burung merpati	376	378	545	FALSE			oeke-oeke									DOVE	1853	https://concepticon.clld.org/parameters/1853
the Mentawai (Pagai & Sipora) list (no date)	826	gougou	NA	hoen, kip	hen, chicken	ayam	378	380	547	FALSE												CHICKEN	1318	https://concepticon.clld.org/parameters/1318
the Mentawai (Pagai & Sipora) list (no date)	827	sibaukatiti	27	kuiken	chick	anak ayam	378	380	-	FALSE			abelangan leilei	when the tail feathers appear								CHICK	2512	https://concepticon.clld.org/parameters/2512
the Mentawai (Pagai & Sipora) list (no date)	827	abelangan leilei	27	kuiken	chick	anak ayam	378	380	-	FALSE			abelangan leilei	when the tail feathers appear								CHICK	2512	https://concepticon.clld.org/parameters/2512
the Mentawai (Pagai & Sipora) list (no date)	828	manosa	28	hen	hen	ayam betina	378	380	547	FALSE			manosa	not egg-laying								HEN	1514	https://concepticon.clld.org/parameters/1514
the Mentawai (Pagai & Sipora) list (no date)	828	sitoei	28	hen	hen	ayam betina	378	380	547	FALSE			sitoei	egg-laying								HEN	1514	https://concepticon.clld.org/parameters/1514
the Mentawai (Pagai & Sipora) list (no date)	830	silaloe	29	haan	cock, rooster	ayam jantan	378	380	547	FALSE			silaloe	full grown								ROOSTER	1511	https://concepticon.clld.org/parameters/1511
the Mentawai (Pagai & Sipora) list (no date)	830	sikalila	29	haan	cock, rooster	ayam jantan	378	380	547	FALSE			sikaila	not yet full grown								ROOSTER	1511	https://concepticon.clld.org/parameters/1511
the Mentawai (Pagai & Sipora) list (no date)	834	galik	30	papegaai	parrot	burung nuri	379	381	550	FALSE				grey								PARROT	882	https://concepticon.clld.org/parameters/882
the Mentawai (Pagai & Sipora) list (no date)	835	anderek	NA	parkiet	parakeet, budgerigar	burung bayan	380	382	551	FALSE												PARAKEET	886	https://concepticon.clld.org/parameters/886
the Mentawai (Pagai & Sipora) list (no date)	836	lagi-lagi	NA	zwaluw	swallow	burung layang-layang	381	383	-	FALSE												SWALLOW (BIRD)	3077	https://concepticon.clld.org/parameters/3077
the Mentawai (Pagai & Sipora) list (no date)	840	kailea	31	reiger	heron	burung bangau	382	384	555	FALSE				black and white								HERON	758	https://concepticon.clld.org/parameters/758
the Mentawai (Pagai & Sipora) list (no date)	840	seggoe	31	reiger	heron	burung bangau	382	384	555	FALSE				black and white								HERON	758	https://concepticon.clld.org/parameters/758
the Mentawai (Pagai & Sipora) list (no date)	842	popo	NA	uil	owl	burung hantu	-	-	557	FALSE												OWL	735	https://concepticon.clld.org/parameters/735
the Mentawai (Pagai & Sipora) list (no date)	843	piligi	32	kiekendief	kite (bird)	burung rajawali	383	385	-	FALSE			manjang	sea-eagle								EAGLE	1905	https://concepticon.clld.org/parameters/1905
the Mentawai (Pagai & Sipora) list (no date)	843	piligi	32	kiekendief	kite (bird)	burung rajawali	383	385	-	FALSE			silabbai	diving-bird								EAGLE	1905	https://concepticon.clld.org/parameters/1905
the Mentawai (Pagai & Sipora) list (no date)	844	oema	33	vogel (in het algemeen en andere soorten)	bird	burung	350	352	558	TRUE			kiaibok		beo							BIRD	937	https://concepticon.clld.org/parameters/937
the Mentawai (Pagai & Sipora) list (no date)	845	loga	NA	eekhoorn	squirrel	bajing, tupai	384	386	559	FALSE												SQUIRREL	1628	https://concepticon.clld.org/parameters/1628
the Mentawai (Pagai & Sipora) list (no date)	846	letoewang	NA	vleermuis	bat	kelelawar	385	387	560	FALSE												BAT	1793	https://concepticon.clld.org/parameters/1793
the Mentawai (Pagai & Sipora) list (no date)	849	siamtsoera	NA	kidang, ree	deer	kijang	387	389	562	FALSE												DEER	1936	https://concepticon.clld.org/parameters/1936
the Mentawai (Pagai & Sipora) list (no date)	850	simatsoera	NA	dwerghert, kancil	cherrotain mousedeer	kancil	388	390	563	FALSE												DEER	1936	https://concepticon.clld.org/parameters/1936
the Mentawai (Pagai & Sipora) list (no date)	851	biroet	34	muis	mouse	tikus	389	391	564	FALSE			biroet									MOUSE	1491	https://concepticon.clld.org/parameters/1491
the Mentawai (Pagai & Sipora) list (no date)	851	tei	34	muis	mouse	tikus	389	391	564	FALSE			tei									MOUSE	1491	https://concepticon.clld.org/parameters/1491
the Mentawai (Pagai & Sipora) list (no date)	851	njongnjang	34	muis	mouse	tikus	389	391	564	FALSE			njongnjang									MOUSE	1491	https://concepticon.clld.org/parameters/1491
the Mentawai (Pagai & Sipora) list (no date)	851	kaboe-kaboe	34	muis	mouse	tikus	389	391	564	FALSE			kaboe-kaboe									MOUSE	1491	https://concepticon.clld.org/parameters/1491
the Mentawai (Pagai & Sipora) list (no date)	851	sorai	34	muis	mouse	tikus	389	391	564	FALSE			soroai									MOUSE	1491	https://concepticon.clld.org/parameters/1491
the Mentawai (Pagai & Sipora) list (no date)	851	sîsili	34	muis	mouse	tikus	389	391	564	FALSE			sîsili									MOUSE	1491	https://concepticon.clld.org/parameters/1491
the Mentawai (Pagai & Sipora) list (no date)	851	lamasoed	34	muis	mouse	tikus	389	391	564	FALSE			lamasoed									MOUSE	1491	https://concepticon.clld.org/parameters/1491
the Mentawai (Pagai & Sipora) list (no date)	852	biroet	34	rat	rat	tikus	390	392	-	FALSE			biroet									RAT	1490	https://concepticon.clld.org/parameters/1490
the Mentawai (Pagai & Sipora) list (no date)	852	tei	34	rat	rat	tikus	390	392	-	FALSE			tei									RAT	1490	https://concepticon.clld.org/parameters/1490
the Mentawai (Pagai & Sipora) list (no date)	852	njongnjang	34	rat	rat	tikus	390	392	-	FALSE			njongnjang									RAT	1490	https://concepticon.clld.org/parameters/1490
the Mentawai (Pagai & Sipora) list (no date)	852	kaboe-kaboe	34	rat	rat	tikus	390	392	-	FALSE			kaboe-kaboe									RAT	1490	https://concepticon.clld.org/parameters/1490
the Mentawai (Pagai & Sipora) list (no date)	852	sorai	34	rat	rat	tikus	390	392	-	FALSE			soroai									RAT	1490	https://concepticon.clld.org/parameters/1490
the Mentawai (Pagai & Sipora) list (no date)	852	sîsili	34	rat	rat	tikus	390	392	-	FALSE			sîsili									RAT	1490	https://concepticon.clld.org/parameters/1490
the Mentawai (Pagai & Sipora) list (no date)	852	lamasoed	34	rat	rat	tikus	390	392	-	FALSE			lamasoed									RAT	1490	https://concepticon.clld.org/parameters/1490
the Mentawai (Pagai & Sipora) list (no date)	854	sitoet	35	aap	monkey	monyet, kera	392	394	566	FALSE			siteoet	with red fur								MONKEY	1350	https://concepticon.clld.org/parameters/1350
the Mentawai (Pagai & Sipora) list (no date)	854	masepsep	35	aap	monkey	monyet, kera	392	394	566	FALSE			masepsep	with black fur								MONKEY	1350	https://concepticon.clld.org/parameters/1350
the Mentawai (Pagai & Sipora) list (no date)	854	atapaipai	35	aap	monkey	monyet, kera	392	394	566	FALSE			atapaipai	with a long tail								MONKEY	1350	https://concepticon.clld.org/parameters/1350
the Mentawai (Pagai & Sipora) list (no date)	854	bîlou	35	aap	monkey	monyet, kera	392	394	566	FALSE			bîlou	without a tail								MONKEY	1350	https://concepticon.clld.org/parameters/1350
the Mentawai (Pagai & Sipora) list (no date)	861	pasileked	36	net	net	jala	560	567	573	FALSE			pasileked	all kinds of fishing gear								NET (FOR CATCHING)	2653	https://concepticon.clld.org/parameters/2653
the Mentawai (Pagai & Sipora) list (no date)	861	djarid	36	net	net	jala	560	567	573	FALSE			djarid	all kinds of fishing gear								NET (FOR CATCHING)	2653	https://concepticon.clld.org/parameters/2653
the Mentawai (Pagai & Sipora) list (no date)	861	panoe	36	net	net	jala	560	567	573	FALSE			panoe	all kinds of fishing gear								NET (FOR CATCHING)	2653	https://concepticon.clld.org/parameters/2653
the Mentawai (Pagai & Sipora) list (no date)	861	soebba	36	net	net	jala	560	567	573	FALSE			soebba	all kinds of fishing gear								NET (FOR CATCHING)	2653	https://concepticon.clld.org/parameters/2653
the Mentawai (Pagai & Sipora) list (no date)	861	lêgeu	36	net	net	jala	560	567	573	FALSE			lêgeu	all kinds of fishing gear								NET (FOR CATCHING)	2653	https://concepticon.clld.org/parameters/2653
the Mentawai (Pagai & Sipora) list (no date)	861	lolôboeroe	36	net	net	jala	560	567	573	FALSE			lolôboeroe	all kinds of fishing gear								NET (FOR CATCHING)	2653	https://concepticon.clld.org/parameters/2653
the Mentawai (Pagai & Sipora) list (no date)	861	pana-pana	36	net	net	jala	560	567	573	FALSE			pana-pana	all kinds of fishing gear								NET (FOR CATCHING)	2653	https://concepticon.clld.org/parameters/2653
the Mentawai (Pagai & Sipora) list (no date)	861	sinalidjat	36	net	net	jala	560	567	573	FALSE			sinalidjat	all kinds of fishing gear								NET (FOR CATCHING)	2653	https://concepticon.clld.org/parameters/2653
the Mentawai (Pagai & Sipora) list (no date)	861	patara	36	net	net	jala	560	567	573	FALSE			patara	all kinds of fishing gear								NET (FOR CATCHING)	2653	https://concepticon.clld.org/parameters/2653
the Mentawai (Pagai & Sipora) list (no date)	861	kabâbili	36	net	net	jala	560	567	573	FALSE			kabâbili	all kinds of fishing gear								NET (FOR CATCHING)	2653	https://concepticon.clld.org/parameters/2653
the Mentawai (Pagai & Sipora) list (no date)	864	lila	NA	rog	ray	ikan pari	-	407	576	FALSE												STINGRAY	1910	https://concepticon.clld.org/parameters/1910
the Mentawai (Pagai & Sipora) list (no date)	865	ilek	NA	aal	eel	belut	405	408	577	FALSE												FRESHWATER EEL	1013	https://concepticon.clld.org/parameters/1013
the Mentawai (Pagai & Sipora) list (no date)	865	ileng	NA	aal	eel	belut	405	408	577	FALSE												FRESHWATER EEL	1013	https://concepticon.clld.org/parameters/1013
the Mentawai (Pagai & Sipora) list (no date)	866	goset	NA	luis	louse	kutu	393	395	578	TRUE												LOUSE	1392	https://concepticon.clld.org/parameters/1392
the Mentawai (Pagai & Sipora) list (no date)	869	kanang	37	neet	nit	telur kutu	394	396	581	FALSE			boeboek									NIT	267	https://concepticon.clld.org/parameters/267
the Mentawai (Pagai & Sipora) list (no date)	871	tailakka	NA	spin	spider	laba-laba	396	398	583	FALSE												SPIDER	843	https://concepticon.clld.org/parameters/843
the Mentawai (Pagai & Sipora) list (no date)	872	legoe laibo	NA	vlieg	fly	lalat	397	399	584	FALSE												FLY (INSECT)	1504	https://concepticon.clld.org/parameters/1504
the Mentawai (Pagai & Sipora) list (no date)	877	legoe sidjô	38	muskiet	mosquito	nyamuk	389	400	589	FALSE			singitngit	a small kind of mosquito								MOSQUITO	1509	https://concepticon.clld.org/parameters/1509
the Mentawai (Pagai & Sipora) list (no date)	878	toeboeroet	NA	kapel, vlinder	butterfly	kupu-kupu	399	401	590	FALSE												BUTTERFLY	1791	https://concepticon.clld.org/parameters/1791
the Mentawai (Pagai & Sipora) list (no date)	879	leîti	NA	rups	caterpillar	ulat (bulu)	400	402	592	FALSE												CATERPILLAR	2247	https://concepticon.clld.org/parameters/2247
the Mentawai (Pagai & Sipora) list (no date)	881	sin	NA	sprinkhaan	grasshopper	belalang	401	403	593	FALSE												GRASSHOPPER	607	https://concepticon.clld.org/parameters/607
the Mentawai (Pagai & Sipora) list (no date)	884	sigep	39	mier (in soorten)	ant	macam-macam semut	402	404	596	FALSE			gaba-gaba	red ants								ANT	587	https://concepticon.clld.org/parameters/587
the Mentawai (Pagai & Sipora) list (no date)	884	sigep	39	mier (in soorten)	ant	macam-macam semut	402	404	596	FALSE			berêkei	large black ant								ANT	587	https://concepticon.clld.org/parameters/587
the Mentawai (Pagai & Sipora) list (no date)	884	sigep	39	mier (in soorten)	ant	macam-macam semut	402	404	596	FALSE			silô	small black ants								ANT	587	https://concepticon.clld.org/parameters/587
the Mentawai (Pagai & Sipora) list (no date)	884	sigep	39	mier (in soorten)	ant	macam-macam semut	402	404	596	FALSE			tinem	small black ants								ANT	587	https://concepticon.clld.org/parameters/587
the Mentawai (Pagai & Sipora) list (no date)	884	sigep	39	mier (in soorten)	ant	macam-macam semut	402	404	596	FALSE			bolotsai	small black ants								ANT	587	https://concepticon.clld.org/parameters/587
the Mentawai (Pagai & Sipora) list (no date)	884	sigep	39	mier (in soorten)	ant	macam-macam semut	402	404	596	FALSE			sigep rango	small black ants								ANT	587	https://concepticon.clld.org/parameters/587
the Mentawai (Pagai & Sipora) list (no date)	886	saba	40	slang	snake	ular	403	405	598	TRUE			saba	python								SNAKE	730	https://concepticon.clld.org/parameters/730
the Mentawai (Pagai & Sipora) list (no date)	886	sipe'dang	40	slang	snake	ular	403	405	598	TRUE			sipe'dang	said to be poisonous (snake)								SNAKE	730	https://concepticon.clld.org/parameters/730
the Mentawai (Pagai & Sipora) list (no date)	886	simaleu	40	slang	snake	ular	403	405	598	TRUE			simaleu	said to be poisonous (snake)								SNAKE	730	https://concepticon.clld.org/parameters/730
the Mentawai (Pagai & Sipora) list (no date)	886	koemoe	40	slang	snake	ular	403	405	598	TRUE			koemoe	said to be poisonous (snake)								SNAKE	730	https://concepticon.clld.org/parameters/730
the Mentawai (Pagai & Sipora) list (no date)	886	boe'boe'	40	slang	snake	ular	403	405	598	TRUE			boe'boe'	said to be poisonous (snake)								SNAKE	730	https://concepticon.clld.org/parameters/730
the Mentawai (Pagai & Sipora) list (no date)	886	kabtian	40	slang	snake	ular	403	405	598	TRUE			kabtian									SNAKE	730	https://concepticon.clld.org/parameters/730
the Mentawai (Pagai & Sipora) list (no date)	886	soepainang	40	slang	snake	ular	403	405	598	TRUE			soepainang									SNAKE	730	https://concepticon.clld.org/parameters/730
the Mentawai (Pagai & Sipora) list (no date)	888	komentsaba	NA	duizendpoot	centipede	lipan	-	406	600	FALSE												CENTIPEDE	1974	https://concepticon.clld.org/parameters/1974
the Mentawai (Pagai & Sipora) list (no date)	891	balak	NA	worm	worm	cacing	414	417	603	TRUE												WORM	1219	https://concepticon.clld.org/parameters/1219
the Mentawai (Pagai & Sipora) list (no date)	892	toeˈtoeˈ	NA	garnaal	shrimp	udang	406	409	604	FALSE												SHRIMP	2349	https://concepticon.clld.org/parameters/2349
the Mentawai (Pagai & Sipora) list (no date)	893	agau	NA	krab	crab	kepiting	407	410	605	FALSE												CRAB	2348	https://concepticon.clld.org/parameters/2348
the Mentawai (Pagai & Sipora) list (no date)	894	toktok akenen	41	schelp	shell	kulit kerang	408	411	606	FALSE			ragi	large (in size)								SHELL	598	https://concepticon.clld.org/parameters/598
the Mentawai (Pagai & Sipora) list (no date)	894	ragi	41	schelp	shell	kulit kerang	408	411	606	FALSE			ragi	large (in size)								SHELL	598	https://concepticon.clld.org/parameters/598
the Mentawai (Pagai & Sipora) list (no date)	896	koerid	NA	kikvors	frog	katak	409	412	608	FALSE												FROG	503	https://concepticon.clld.org/parameters/503
the Mentawai (Pagai & Sipora) list (no date)	898	soepsoep	NA	hagedis	lizard	kadal	410	413	610	FALSE												LIZARD	632	https://concepticon.clld.org/parameters/632
the Mentawai (Pagai & Sipora) list (no date)	898	tjetjak	NA	hagedis	lizard	kadal	410	413	610	FALSE												LIZARD	632	https://concepticon.clld.org/parameters/632
the Mentawai (Pagai & Sipora) list (no date)	899	bate	NA	varaan, leguaan	iguana	biawak	412	415	611	FALSE												IGUANA	1578	https://concepticon.clld.org/parameters/1578
the Mentawai (Pagai & Sipora) list (no date)	900	sikoinan	NA	krokodil	crocodile	buaya	411	414	612	FALSE												CROCODILE	1857	https://concepticon.clld.org/parameters/1857
the Mentawai (Pagai & Sipora) list (no date)	901	touloe	NA	landschildpad	tortoise	kura-kura	413	416	613	FALSE												TORTOISE	895	https://concepticon.clld.org/parameters/895
the Mentawai (Pagai & Sipora) list (no date)	901	naning	NA	landschildpad	tortoise	kura-kura	413	416	613	FALSE												TORTOISE	895	https://concepticon.clld.org/parameters/895
the Mentawai (Pagai & Sipora) list (no date)	902	ibat laut	NA	zeeschildpad	turtle	penyu	413	416	614	FALSE												TURTLE	112	https://concepticon.clld.org/parameters/112
the Mentawai (Pagai & Sipora) list (no date)	903	manoea	NA	heelal	universe	alam semesta	505	511	-	FALSE												NA	NA	https://concepticon.clld.org/parameters/NA
the Mentawai (Pagai & Sipora) list (no date)	905	manoea	NA	hemel	sky	langit	507	512	615	TRUE												SKY	1732	https://concepticon.clld.org/parameters/1732
the Mentawai (Pagai & Sipora) list (no date)	906	soeloe	NA	zon	sun	matahari	508	513	616	TRUE												SUN	1343	https://concepticon.clld.org/parameters/1343
the Mentawai (Pagai & Sipora) list (no date)	907	gepgep	NA	zonsverduistering	sun eclipse	gerhana matahari	509	514	617	FALSE												ECLIPSE	2285	https://concepticon.clld.org/parameters/2285
the Mentawai (Pagai & Sipora) list (no date)	908	lago	NA	maan	moon	bulan	510	515	618	TRUE												MOON	1313	https://concepticon.clld.org/parameters/1313
the Mentawai (Pagai & Sipora) list (no date)	910	lago	NA	maand (namen der maanden)	month (name of the months)	bulan (nama-nama bulan)	784	806	-	FALSE												MONTH	1370	https://concepticon.clld.org/parameters/1370
the Mentawai (Pagai & Sipora) list (no date)	911	gepgep	NA	maansverduistering	moon eclipse	gerhana bulan	511	516	620	FALSE												ECLIPSE	2285	https://concepticon.clld.org/parameters/2285
the Mentawai (Pagai & Sipora) list (no date)	912	panjanjat	42	ster (als ze namen hebben, die opgeven)	star	bintang	512	517	621	TRUE			palatoetoenau	morning star/evening star								STAR	1430	https://concepticon.clld.org/parameters/1430
the Mentawai (Pagai & Sipora) list (no date)	912	panjanjat	42	ster (als ze namen hebben, die opgeven)	star	bintang	512	517	621	TRUE			sikaroeroekat	perhaps the constellation of the scorpion								STAR	1430	https://concepticon.clld.org/parameters/1430
the Mentawai (Pagai & Sipora) list (no date)	917	polak	NA	aarde (aardbol)	earth (globe)	bumi	504	510	624	FALSE												WORLD	965	https://concepticon.clld.org/parameters/965
the Mentawai (Pagai & Sipora) list (no date)	919	oerat	NA	regen	rain	hujan	513	518	626	TRUE												RAINING OR RAIN	2108	https://concepticon.clld.org/parameters/2108
the Mentawai (Pagai & Sipora) list (no date)	920	loˈloˈ	NA	dauw	dew	embun	-	519	627	FALSE												DEW	1977	https://concepticon.clld.org/parameters/1977
the Mentawai (Pagai & Sipora) list (no date)	921	tanai roesa	NA	wolk	cloud	awan	514	520	628	TRUE												CLOUD	1489	https://concepticon.clld.org/parameters/1489
the Mentawai (Pagai & Sipora) list (no date)	923	linoe	NA	regenboog	rainbow	pelangi	515	521	630	FALSE												RAINBOW	1733	https://concepticon.clld.org/parameters/1733
the Mentawai (Pagai & Sipora) list (no date)	924	lêlegoe	NA	donder	thunder	guruh	516	522	631	FALSE												THUNDER	1150	https://concepticon.clld.org/parameters/1150
the Mentawai (Pagai & Sipora) list (no date)	927	teteoe	NA	aardbeving	earthquake	gempa bumi	518	524	633	FALSE												EARTHQUAKE	6	https://concepticon.clld.org/parameters/6
the Mentawai (Pagai & Sipora) list (no date)	928	roesa	NA	wind	wind	angin	519	525	634	TRUE												WIND	960	https://concepticon.clld.org/parameters/960
the Mentawai (Pagai & Sipora) list (no date)	929	talabari	NA	storm	storm	badai, angin ribut	520	526	635	FALSE												STORM	858	https://concepticon.clld.org/parameters/858
the Mentawai (Pagai & Sipora) list (no date)	930	oinan	NA	water	water	air	521	527	636	TRUE												WATER	948	https://concepticon.clld.org/parameters/948
the Mentawai (Pagai & Sipora) list (no date)	931	koat	NA	zee	sea	laut	522	528	637	TRUE	sea (ocean)											SEA	1474	https://concepticon.clld.org/parameters/1474
the Mentawai (Pagai & Sipora) list (no date)	932	magarak odjoe	NA	eb	ebb	surut	523	529	-	FALSE												CEASE	1928	https://concepticon.clld.org/parameters/1928
the Mentawai (Pagai & Sipora) list (no date)	934	makeroe odjoe	NA	vloed	flood, tide	pasang	524	530	-	FALSE												HIGH TIDE	613	https://concepticon.clld.org/parameters/613
the Mentawai (Pagai & Sipora) list (no date)	935	onoe	NA	golf	wave	ombak	525	531	639	FALSE												WAVE	978	https://concepticon.clld.org/parameters/978
the Mentawai (Pagai & Sipora) list (no date)	936	maˈ onoe	NA	branding	breakers, surf	gelombang	526	532	-	FALSE												SURF	3132	https://concepticon.clld.org/parameters/3132
the Mentawai (Pagai & Sipora) list (no date)	937	goegoeng	NA	baai	bay	teluk	527	533	640	FALSE												BAY	663	https://concepticon.clld.org/parameters/663
the Mentawai (Pagai & Sipora) list (no date)	938	boege	NA	strand	beach	pantai	528	534	641	FALSE												BEACH	3460	https://concepticon.clld.org/parameters/3460
the Mentawai (Pagai & Sipora) list (no date)	940	noeinoedjat	NA	zandbank	sandbank	busung pasir	530	536	642	FALSE												NA	NA	https://concepticon.clld.org/parameters/NA
the Mentawai (Pagai & Sipora) list (no date)	940	padârai	NA	zandbank	sandbank	busung pasir	530	536	642	FALSE												NA	NA	https://concepticon.clld.org/parameters/NA
the Mentawai (Pagai & Sipora) list (no date)	941	noeinoedjat	NA	koraalrif	coral reef	karang	531	537	643	FALSE												REEF	660	https://concepticon.clld.org/parameters/660
the Mentawai (Pagai & Sipora) list (no date)	941	padârai	NA	koraalrif	coral reef	karang	531	537	643	FALSE												REEF	660	https://concepticon.clld.org/parameters/660
the Mentawai (Pagai & Sipora) list (no date)	942	kapi	NA	land (in tegenstelling van zee)	land	darat	532	538	644	FALSE												LAND	626	https://concepticon.clld.org/parameters/626
the Mentawai (Pagai & Sipora) list (no date)	944	noesa	NA	eiland	island	pulau	533	539	645	FALSE												ISLAND	622	https://concepticon.clld.org/parameters/622
the Mentawai (Pagai & Sipora) list (no date)	946	toenang	NA	landtong, kaap	cape	tanjung, ujung	535	541	646	FALSE												CAPE	1662	https://concepticon.clld.org/parameters/1662
the Mentawai (Pagai & Sipora) list (no date)	947	lêleu	NA	berg	mountain	gunung	536	542	647	TRUE												MOUNTAIN	639	https://concepticon.clld.org/parameters/639
the Mentawai (Pagai & Sipora) list (no date)	950	toeloetoet	NA	dalen	to go down, to descend	turun	-	546	650	FALSE												GO DOWN (DESCEND)	2014	https://concepticon.clld.org/parameters/2014
the Mentawai (Pagai & Sipora) list (no date)	951	simagaktoe	NA	vlakte	plain	dataran	537	544	651	FALSE												PLAIN	652	https://concepticon.clld.org/parameters/652
the Mentawai (Pagai & Sipora) list (no date)	951	simasâmai	NA	vlakte	plain	dataran	537	544	651	FALSE												PLAIN	652	https://concepticon.clld.org/parameters/652
the Mentawai (Pagai & Sipora) list (no date)	952	goeloegoe	NA	dal	valley	lembah	538	545	652	FALSE												VALLEY	921	https://concepticon.clld.org/parameters/921
the Mentawai (Pagai & Sipora) list (no date)	955	lêleu	NA	bos	forest, woods	hutan	539	547	655	TRUE	woods											FOREST	420	https://concepticon.clld.org/parameters/420
the Mentawai (Pagai & Sipora) list (no date)	957	loina sigoiso	43	kreupelbos	bush	belukar	540	548	657	FALSE				small wood								BUSH	1683	https://concepticon.clld.org/parameters/1683
the Mentawai (Pagai & Sipora) list (no date)	959	enoengan	NA	weg	way, road	jalan	567	574	-	TRUE	road											PATH OR ROAD	2457	https://concepticon.clld.org/parameters/2457
the Mentawai (Pagai & Sipora) list (no date)	960	loteˈ	NA	modder	mud	lumpur	-	575	-	FALSE												MUD	640	https://concepticon.clld.org/parameters/640
the Mentawai (Pagai & Sipora) list (no date)	961	siperakat	NA	voetstap (spoor)	footstep (footprint)	bekas tapak kaki, jejak	-	576	658	FALSE												FOOTPRINT	318	https://concepticon.clld.org/parameters/318
the Mentawai (Pagai & Sipora) list (no date)	962	song	NA	grens	border, boundary	batas	569	578	660	FALSE												BORDER	2546	https://concepticon.clld.org/parameters/2546
the Mentawai (Pagai & Sipora) list (no date)	963	bat oinan	NA	rivier	river	sungai	570	579	661	TRUE												RIVER	666	https://concepticon.clld.org/parameters/666
the Mentawai (Pagai & Sipora) list (no date)	965	manaˈsaˈ	NA	stroomop (varen)	to go upstream	berlayar ke hulu	-	581	663	FALSE												SAIL	787	https://concepticon.clld.org/parameters/787
the Mentawai (Pagai & Sipora) list (no date)	966	toereoeroe	NA	stroomaf (varen)	to go downstream	berlayar ke hilir	-	582	664	FALSE												SAIL	787	https://concepticon.clld.org/parameters/787
the Mentawai (Pagai & Sipora) list (no date)	967	tirit oinan	NA	bron of oorsprong rivier	spring, source	mata air, sumber air	571	584	665	FALSE												SPRING (OF WATER)	849	https://concepticon.clld.org/parameters/849
the Mentawai (Pagai & Sipora) list (no date)	968	eba	NA	watervloed, overstroming	flood	banjir	572	585	666	FALSE												HIGH TIDE	613	https://concepticon.clld.org/parameters/613
